Country Name,Year,Value,Disaggregation
Russian Federation,2010,35.397,"Basic, male"
Rwanda,2023,70.818,"Basic, male"
Rwanda,2022,66.991,"Basic, male"
Rwanda,2021,64.814,"Basic, male"
Rwanda,2020,69.527,"Basic, male"
Rwanda,2019,67.044,"Basic, male"
Rwanda,2018,68.949,"Basic, male"
Rwanda,2017,68.055,"Basic, male"
Rwanda,2014,76.522,"Basic, male"
Samoa,2022,62.135,"Basic, male"
Samoa,2017,63.933,"Basic, male"
Samoa,2012,33.278,"Basic, male"
San Marino,2022,57.38,"Basic, male"
San Marino,2021,60.02,"Basic, male"
Sao Tome and Principe,2017,25.802,"Basic, male"
Saudi Arabia,2023,77.371,"Basic, male"
Saudi Arabia,2022,67.364,"Basic, male"
Saudi Arabia,2021,65.468,"Basic, male"
Saudi Arabia,2020,71.64,"Basic, male"
Saudi Arabia,2019,75.959,"Basic, male"
Saudi Arabia,2018,72.762,"Basic, male"
Saudi Arabia,2017,72.097,"Basic, male"
Senegal,2022,61.061,"Basic, male"
Senegal,2019,61.082,"Basic, male"
Senegal,2017,50.377,"Basic, male"
Senegal,2016,57.138,"Basic, male"
Senegal,2015,52.856,"Basic, male"
Senegal,2011,70.828,"Basic, male"
Serbia,2023,45.341,"Basic, male"
Serbia,2022,45.242,"Basic, male"
Serbia,2021,45.86,"Basic, male"
Serbia,2020,43.374,"Basic, male"
Serbia,2019,44.976,"Basic, male"
Serbia,2018,44.22,"Basic, male"
Serbia,2017,44.368,"Basic, male"
Serbia,2016,44.732,"Basic, male"
Serbia,2015,42.883,"Basic, male"
Serbia,2014,44.383,"Basic, male"
Serbia,2013,55.644,"Basic, male"
Serbia,2012,54.638,"Basic, male"
Serbia,2011,54.383,"Basic, male"
Serbia,2010,54.007,"Basic, male"
Serbia,2009,56.695,"Basic, male"
Serbia,2008,59.771,"Basic, male"
Serbia,2007,59.755,"Basic, male"
Seychelles,2023,46.943,"Basic, male"
Seychelles,2020,29.641,"Basic, male"
Seychelles,2019,34.555,"Basic, male"
Seychelles,2018,29.474,"Basic, male"
Seychelles,2017,38.471,"Basic, male"
Seychelles,2016,40.316,"Basic, male"
Seychelles,2015,43.163,"Basic, male"
Seychelles,2014,46.154,"Basic, male"
Sierra Leone,2018,48.681,"Basic, male"
Sierra Leone,2014,48.866,"Basic, male"
Sierra Leone,2003,51.06,"Basic, male"
Singapore,2023,62.154,"Basic, male"
Singapore,2022,65.775,"Basic, male"
Singapore,2021,62.323,"Basic, male"
Slovak Republic,2023,26.519,"Basic, male"
Slovak Republic,2022,24.282,"Basic, male"
Slovak Republic,2021,20.988,"Basic, male"
Slovak Republic,2020,25.415,"Basic, male"
Slovak Republic,2019,30.52,"Basic, male"
Slovak Republic,2018,30.127,"Basic, male"
Slovak Republic,2017,29,"Basic, male"
Slovak Republic,2016,27.025,"Basic, male"
Slovak Republic,2015,26.931,"Basic, male"
Slovak Republic,2014,26.861,"Basic, male"
Slovak Republic,2013,25.285,"Basic, male"
Slovak Republic,2012,24.506,"Basic, male"
Slovak Republic,2011,23.806,"Basic, male"
Slovak Republic,2010,23.805,"Basic, male"
Slovak Republic,2009,22.664,"Basic, male"
Slovak Republic,2008,23.254,"Basic, male"
Slovak Republic,2007,23.035,"Basic, male"
Slovak Republic,2006,23.98,"Basic, male"
Slovak Republic,2005,24.751,"Basic, male"
Slovak Republic,2004,24.439,"Basic, male"
Slovak Republic,2003,24.214,"Basic, male"
Slovak Republic,2002,23.406,"Basic, male"
Slovak Republic,2001,24.645,"Basic, male"
Slovak Republic,2000,25.006,"Basic, male"
Slovak Republic,1999,60.431,"Basic, male"
Slovak Republic,1998,59.329,"Basic, male"
Slovenia,2023,35.913,"Basic, male"
Slovenia,2022,32.044,"Basic, male"
Slovenia,2021,30.56,"Basic, male"
Slovenia,2020,30.468,"Basic, male"
Slovenia,2019,33.991,"Basic, male"
Slovenia,2018,37.941,"Basic, male"
Slovenia,2017,37.945,"Basic, male"
Slovenia,2016,35.249,"Basic, male"
Slovenia,2015,39.131,"Basic, male"
Slovenia,2014,41.169,"Basic, male"
Slovenia,2013,41.606,"Basic, male"
Slovenia,2012,41.242,"Basic, male"
Slovenia,2011,42.391,"Basic, male"
Slovenia,2010,47.023,"Basic, male"
Slovenia,2009,45.888,"Basic, male"
Slovenia,2008,45.847,"Basic, male"
Slovenia,2007,47.519,"Basic, male"
Slovenia,2006,45.711,"Basic, male"
Slovenia,2005,45.75,"Basic, male"
Slovenia,2004,45.033,"Basic, male"
Slovenia,2003,42.575,"Basic, male"
Slovenia,2002,44.414,"Basic, male"
Slovenia,2001,45.839,"Basic, male"
Slovenia,2000,44.563,"Basic, male"
Slovenia,1999,44.949,"Basic, male"
Slovenia,1998,48.523,"Basic, male"
Slovenia,1997,48.989,"Basic, male"
Slovenia,1996,45.575,"Basic, male"
Solomon Islands,2013,95.059,"Basic, male"
Solomon Islands,2005,69.719,"Basic, male"
Solomon Islands,1999,35.045,"Basic, male"
Somalia,2019,63.471,"Basic, male"
South Africa,2023,53.191,"Basic, male"
South Africa,2022,52.288,"Basic, male"
South Africa,2021,51.296,"Basic, male"
South Africa,2020,50.026,"Basic, male"
South Africa,2019,54.446,"Basic, male"
South Africa,2018,54.352,"Basic, male"
South Africa,2017,54.698,"Basic, male"
South Africa,2016,54.72,"Basic, male"
South Africa,2015,54.001,"Basic, male"
South Africa,2014,52.159,"Basic, male"
South Africa,2013,51.773,"Basic, male"
South Africa,2011,51.895,"Basic, male"
South Africa,2010,52.591,"Basic, male"
South Africa,2009,54.273,"Basic, male"
South Africa,2008,56.106,"Basic, male"
South Africa,2007,46.887,"Basic, male"
South Africa,2006,46.617,"Basic, male"
South Africa,2005,47.761,"Basic, male"
South Africa,2004,46.505,"Basic, male"
South Africa,2003,48.435,"Basic, male"
South Africa,2002,49.57,"Basic, male"
South Africa,2001,51.628,"Basic, male"
South Africa,2000,52.675,"Basic, male"
South Sudan,2008,71.97,"Basic, male"
Spain,2023,53.703,"Basic, male"
Spain,2022,53.719,"Basic, male"
Spain,2021,53.419,"Basic, male"
Spain,2020,54.217,"Basic, male"
Spain,2019,56.215,"Basic, male"
Spain,2018,57.518,"Basic, male"
Spain,2017,58.592,"Basic, male"
Spain,2016,59.006,"Basic, male"
Spain,2015,60.072,"Basic, male"
Spain,2014,60.729,"Basic, male"
Spain,2013,56.754,"Basic, male"
Spain,2012,58.053,"Basic, male"
Spain,2011,58.569,"Basic, male"
Spain,2010,59.659,"Basic, male"
Spain,2009,60.327,"Basic, male"
Spain,2008,61.289,"Basic, male"
Spain,2007,60.469,"Basic, male"
Spain,2006,61.199,"Basic, male"
Spain,2005,60.609,"Basic, male"
Spain,2004,60.643,"Basic, male"
Spain,2003,60.915,"Basic, male"
Spain,2002,60.377,"Basic, male"
Spain,2001,60.096,"Basic, male"
Spain,2000,61.138,"Basic, male"
Spain,1999,61.104,"Basic, male"
Spain,1998,61.762,"Basic, male"
Spain,1997,60.449,"Basic, male"
Spain,1996,60.574,"Basic, male"
Spain,1995,61.03,"Basic, male"
Spain,1994,62.366,"Basic, male"
Spain,1993,63.3,"Basic, male"
Spain,1992,64.148,"Basic, male"
Sri Lanka,2022,73.172,"Basic, male"
Sri Lanka,2021,74.273,"Basic, male"
Sri Lanka,2020,75.547,"Basic, male"
Sri Lanka,2019,75.671,"Basic, male"
Sri Lanka,2018,75.75,"Basic, male"
Sri Lanka,2017,76.555,"Basic, male"
Sri Lanka,2016,77.062,"Basic, male"
Sri Lanka,2015,77.496,"Basic, male"
Sri Lanka,2014,75.264,"Basic, male"
Sri Lanka,2013,75.384,"Basic, male"
Sri Lanka,2012,77.42,"Basic, male"
Sri Lanka,2011,76.357,"Basic, male"
Sri Lanka,2010,76.923,"Basic, male"
St. Lucia,2022,88.305,"Basic, male"
St. Lucia,2021,82.175,"Basic, male"
St. Lucia,2020,61.565,"Basic, male"
St. Lucia,2019,83.021,"Basic, male"
St. Lucia,2018,87.275,"Basic, male"
St. Lucia,2017,87.094,"Basic, male"
Sudan,2022,61.801,"Basic, male"
Sudan,2011,65.075,"Basic, male"
Sudan,2008,62.068,"Basic, male"
Suriname,2016,84.757,"Basic, male"
Suriname,2014,73.84,"Basic, male"
Sweden,2023,51.805,"Basic, male"
Sweden,2022,50.416,"Basic, male"
Sweden,2021,49.263,"Basic, male"
Sweden,2020,55.275,"Basic, male"
Sweden,2019,55.541,"Basic, male"
Sweden,2018,54.329,"Basic, male"
Sweden,2017,52.93,"Basic, male"
Sweden,2016,52.391,"Basic, male"
Sweden,2015,52.577,"Basic, male"
Sweden,2014,52.811,"Basic, male"
Sweden,2013,51.73,"Basic, male"
Sweden,2012,51.567,"Basic, male"
Sweden,2011,52.223,"Basic, male"
Sweden,2010,52.072,"Basic, male"
Sweden,2009,51.171,"Basic, male"
Sweden,2008,52.223,"Basic, male"
Sweden,2007,52.839,"Basic, male"
Sweden,2006,53.681,"Basic, male"
Sweden,2005,54.947,"Basic, male"
Sweden,2004,54.051,"Basic, male"
Sweden,2003,54.775,"Basic, male"
Sweden,2002,56.439,"Basic, male"
Sweden,2001,57.716,"Basic, male"
Sweden,2000,55.316,"Basic, male"
Sweden,1999,56.29,"Basic, male"
Sweden,1998,58.137,"Basic, male"
Sweden,1997,55.846,"Basic, male"
Sweden,1996,69.205,"Basic, male"
Sweden,1995,57.988,"Basic, male"
Switzerland,2023,63.17,"Basic, male"
Switzerland,2022,62.729,"Basic, male"
Switzerland,2021,61.509,"Basic, male"
Switzerland,2020,62.185,"Basic, male"
Switzerland,2019,63.589,"Basic, male"
Switzerland,2018,63.685,"Basic, male"
Switzerland,2017,62.948,"Basic, male"
Switzerland,2016,62.766,"Basic, male"
Switzerland,2015,63.03,"Basic, male"
Switzerland,2014,63.189,"Basic, male"
Switzerland,2013,61.692,"Basic, male"
Switzerland,2012,60.5,"Basic, male"
Switzerland,2011,61.36,"Basic, male"
Switzerland,2010,58.932,"Basic, male"
Switzerland,2009,59.649,"Basic, male"
Switzerland,2008,59.903,"Basic, male"
Switzerland,2007,60.559,"Basic, male"
Switzerland,2006,59.059,"Basic, male"
Switzerland,2005,58.699,"Basic, male"
Switzerland,2004,60.208,"Basic, male"
Switzerland,2003,62.125,"Basic, male"
Switzerland,2002,61.851,"Basic, male"
Switzerland,2001,61.828,"Basic, male"
Switzerland,2000,63.583,"Basic, male"
Switzerland,1999,65.005,"Basic, male"
Switzerland,1998,65.512,"Basic, male"
Switzerland,1997,65.66,"Basic, male"
Switzerland,1996,64.809,"Basic, male"
Switzerland,1995,66.966,"Basic, male"
Switzerland,1994,66.753,"Basic, male"
Switzerland,1993,70.873,"Basic, male"
Switzerland,1992,73.386,"Basic, male"
Switzerland,1991,79.525,"Basic, male"
Tajikistan,2016,40.536,"Basic, male"
Tajikistan,2009,37.45,"Basic, male"
Tajikistan,2007,34.021,"Basic, male"
Tajikistan,2003,43.392,"Basic, male"
Tanzania,2020,36.147,"Basic, male"
Tanzania,2014,88.588,"Basic, male"
Tanzania,2013,83.61,"Basic, male"
Tanzania,2012,83.216,"Basic, male"
Tanzania,2011,83.46,"Basic, male"
Tanzania,2010,86.287,"Basic, male"
Tanzania,2008,93.897,"Basic, male"
Tanzania,2006,80.467,"Basic, male"
Tanzania,2001,76.858,"Basic, male"
Thailand,2023,78.079,"Basic, male"
Thailand,2022,77.532,"Basic, male"
Thailand,2021,77.314,"Basic, male"
Thailand,2020,77.379,"Basic, male"
Thailand,2019,77.515,"Basic, male"
Thailand,2018,78.33,"Basic, male"
Thailand,2017,77.836,"Basic, male"
Thailand,2016,78.238,"Basic, male"
Thailand,2015,78.482,"Basic, male"
Thailand,2014,79.174,"Basic, male"
Thailand,2013,79.224,"Basic, male"
Thailand,2012,81.14,"Basic, male"
Thailand,2011,80.77,"Basic, male"
Thailand,2010,79.406,"Basic, male"
Thailand,2007,80.329,"Basic, male"
Thailand,2000,85.202,"Basic, male"
Timor-Leste,2022,44.68,"Basic, male"
Timor-Leste,2021,24.604,"Basic, male"
Timor-Leste,2016,71.089,"Basic, male"
Timor-Leste,2015,54.559,"Basic, male"
Timor-Leste,2013,59.64,"Basic, male"
Timor-Leste,2010,45.028,"Basic, male"
Timor-Leste,2007,90.03,"Basic, male"
Timor-Leste,2001,66.565,"Basic, male"
Togo,2022,68.483,"Basic, male"
Togo,2019,74.089,"Basic, male"
Togo,2017,54.131,"Basic, male"
Togo,2015,81.769,"Basic, male"
Togo,2011,86.892,"Basic, male"
Togo,2006,87.821,"Basic, male"
Tonga,2021,67.53,"Basic, male"
Tonga,2018,62.293,"Basic, male"
Trinidad and Tobago,2022,47.534,"Basic, male"
Trinidad and Tobago,2021,49.348,"Basic, male"
Trinidad and Tobago,2020,50.761,"Basic, male"
Trinidad and Tobago,2019,52.371,"Basic, male"
Trinidad and Tobago,2016,55.093,"Basic, male"
Trinidad and Tobago,2015,59.247,"Basic, male"
Trinidad and Tobago,2014,62.021,"Basic, male"
Trinidad and Tobago,2013,60.537,"Basic, male"
Trinidad and Tobago,2012,61.887,"Basic, male"
Trinidad and Tobago,2011,63.717,"Basic, male"
Trinidad and Tobago,2010,63.951,"Basic, male"
Tunisia,2023,72.55,"Basic, male"
Tunisia,2022,72.964,"Basic, male"
Tunisia,2019,77.232,"Basic, male"
Tunisia,2017,76.155,"Basic, male"
Tunisia,2016,77.462,"Basic, male"
Tunisia,2015,78.878,"Basic, male"
Tunisia,2014,71.644,"Basic, male"
Tunisia,2013,80.234,"Basic, male"
Tunisia,2012,80.978,"Basic, male"
Tunisia,2011,82.157,"Basic, male"
Tunisia,2010,82.261,"Basic, male"
Tunisia,2009,82.792,"Basic, male"
Tunisia,2008,81.467,"Basic, male"
Tunisia,2007,80.076,"Basic, male"
Tunisia,2006,78.279,"Basic, male"
Tunisia,2005,80.9,"Basic, male"
Turkiye,2023,65.321,"Basic, male"
Turkiye,2022,66.29,"Basic, male"
Turkiye,2021,66.12,"Basic, male"
Turkiye,2020,64.212,"Basic, male"
Turkiye,2019,68.908,"Basic, male"
Turkiye,2018,70.205,"Basic, male"
Turkiye,2017,70.155,"Basic, male"
Turkiye,2016,69.768,"Basic, male"
Turkiye,2015,69.606,"Basic, male"
Turkiye,2014,69.792,"Basic, male"
Turkiye,2013,69.389,"Basic, male"
Turkiye,2012,69.551,"Basic, male"
Turkiye,2011,70.315,"Basic, male"
Turkiye,2010,69.696,"Basic, male"
Turkiye,2009,69.357,"Basic, male"
Turkiye,2008,70.016,"Basic, male"
Turkiye,2007,69.854,"Basic, male"
Turkiye,2006,69.906,"Basic, male"
Turkiye,2005,71.77,"Basic, male"
Turkiye,2004,71.578,"Basic, male"
Turkiye,2003,72.5,"Basic, male"
Turkiye,2002,73.837,"Basic, male"
Turkiye,2001,75.01,"Basic, male"
Turkiye,2000,76.077,"Basic, male"
Tuvalu,2022,51.378,"Basic, male"
Tuvalu,2017,52.292,"Basic, male"
Tuvalu,2016,76.751,"Basic, male"
Uganda,2021,85.738,"Basic, male"
Uganda,2019,78.239,"Basic, male"
Uganda,2017,78.9,"Basic, male"
Uganda,2014,75.713,"Basic, male"
Uganda,2013,87.39,"Basic, male"
Uganda,2012,73.55,"Basic, male"
Uganda,2011,81.123,"Basic, male"
Uganda,2010,81.243,"Basic, male"
Ukraine,2021,40.699,"Basic, male"
Ukraine,2020,42.453,"Basic, male"
Ukraine,2019,44.486,"Basic, male"
Ukraine,2018,48.705,"Basic, male"
Ukraine,2016,24.17,"Basic, male"
Ukraine,2015,24.36,"Basic, male"
Ukraine,2014,24.8,"Basic, male"
United Arab Emirates,2023,84.998,"Basic, male"
United Arab Emirates,2022,92.179,"Basic, male"
United Arab Emirates,2021,85.565,"Basic, male"
United Arab Emirates,2018,91.067,"Basic, male"
United Arab Emirates,2017,90.668,"Basic, male"
United Kingdom,2023,64.384,"Basic, male"
United Kingdom,2022,65.833,"Basic, male"
United Kingdom,2021,71.222,"Basic, male"
United Kingdom,2020,73.81,"Basic, male"
United Kingdom,2019,75.035,"Basic, male"
United Kingdom,2018,75.851,"Basic, male"
United Kingdom,2017,75.134,"Basic, male"
United Kingdom,2016,76.081,"Basic, male"
United Kingdom,2015,76.746,"Basic, male"
United Kingdom,2014,76.55,"Basic, male"
United Kingdom,2013,77.03,"Basic, male"
United Kingdom,2012,77.67,"Basic, male"
United Kingdom,2011,78.572,"Basic, male"
United Kingdom,2010,77.208,"Basic, male"
United Kingdom,2009,79.2,"Basic, male"
United Kingdom,2008,80.945,"Basic, male"
United Kingdom,2007,84.197,"Basic, male"
United Kingdom,2006,84.355,"Basic, male"
United Kingdom,2005,84.053,"Basic, male"
United Kingdom,2004,74.011,"Basic, male"
United Kingdom,2003,75.328,"Basic, male"
United Kingdom,2002,74.542,"Basic, male"
United Kingdom,2001,75.473,"Basic, male"
United Kingdom,2000,76.821,"Basic, male"
United Kingdom,1999,76.524,"Basic, male"
United Kingdom,1997,76.053,"Basic, male"
United Kingdom,1996,76.213,"Basic, male"
United Kingdom,1995,76.878,"Basic, male"
United Kingdom,1994,77.838,"Basic, male"
United Kingdom,1993,78.49,"Basic, male"
United Kingdom,1992,80.251,"Basic, male"
United States,2023,56.103,"Basic, male"
United States,2022,54.869,"Basic, male"
United States,2021,52.989,"Basic, male"
United States,2020,52.83,"Basic, male"
United States,2019,54.257,"Basic, male"
United States,2018,53.795,"Basic, male"
United States,2017,52.687,"Basic, male"
United States,2016,52.814,"Basic, male"
United States,2015,52.885,"Basic, male"
United States,2014,52.684,"Basic, male"
United States,2013,52.804,"Basic, male"
United States,2012,52.372,"Basic, male"
United States,2011,52.365,"Basic, male"
United States,2010,53.695,"Basic, male"
United States,2009,53.581,"Basic, male"
United States,2008,54.478,"Basic, male"
United States,2007,55.074,"Basic, male"
United States,2006,55.073,"Basic, male"
United States,2005,53.72,"Basic, male"
United States,2004,53.608,"Basic, male"
United States,2003,52.698,"Basic, male"
United States,2002,52.455,"Basic, male"
United States,2001,51.876,"Basic, male"
United States,2000,51.913,"Basic, male"
United States,1999,49.066,"Basic, male"
United States,1998,49.179,"Basic, male"
United States,1997,49.501,"Basic, male"
United States,1996,48.338,"Basic, male"
United States,1995,47.596,"Basic, male"
United States,1994,47.123,"Basic, male"
Uruguay,2023,70.497,"Basic, male"
Uruguay,2022,70.669,"Basic, male"
Uruguay,2019,71.601,"Basic, male"
Uruguay,2018,72.072,"Basic, male"
Uruguay,2017,73.149,"Basic, male"
Uruguay,2016,73.963,"Basic, male"
Uruguay,2015,74.482,"Basic, male"
Uruguay,2014,76.112,"Basic, male"
Uruguay,2013,76.221,"Basic, male"
Uruguay,2012,75.522,"Basic, male"
Uruguay,2011,76.666,"Basic, male"
Uruguay,2010,75.613,"Basic, male"
Uruguay,2009,75.461,"Basic, male"
Uruguay,2008,74.938,"Basic, male"
Uruguay,2007,80.111,"Basic, male"
Uruguay,2006,74.331,"Basic, male"
Uruguay,2005,69.955,"Basic, male"
Uruguay,2004,70.694,"Basic, male"
Uruguay,2003,69.03,"Basic, male"
Uruguay,2002,70.973,"Basic, male"
Uruguay,2001,73.069,"Basic, male"
Uruguay,2000,70.525,"Basic, male"
Uruguay,1999,70.41,"Basic, male"
Uruguay,1998,72.397,"Basic, male"
Uzbekistan,2020,18.828,"Basic, male"
Vanuatu,2020,52.815,"Basic, male"
Vanuatu,2019,63.702,"Basic, male"
Vanuatu,2010,70.846,"Basic, male"
Vanuatu,2006,78.004,"Basic, male"
"Venezuela, RB",2017,80.144,"Basic, male"
"Venezuela, RB",2016,73.43,"Basic, male"
"Venezuela, RB",2012,78.433,"Basic, male"
"Venezuela, RB",2011,79.2,"Basic, male"
"Venezuela, RB",2010,79.45,"Basic, male"
"Venezuela, RB",2009,79.536,"Basic, male"
"Venezuela, RB",2008,80.392,"Basic, male"
"Venezuela, RB",2007,80.51,"Basic, male"
"Venezuela, RB",2006,80.873,"Basic, male"
"Venezuela, RB",2005,80.016,"Basic, male"
Viet Nam,2023,75.551,"Basic, male"
Viet Nam,2022,77.05,"Basic, male"
Viet Nam,2021,76.551,"Basic, male"
Viet Nam,2020,79.005,"Basic, male"
Viet Nam,2019,81.091,"Basic, male"
Viet Nam,2018,82.073,"Basic, male"
Viet Nam,2017,81.889,"Basic, male"
Viet Nam,2016,82.851,"Basic, male"
Viet Nam,2015,83.748,"Basic, male"
Viet Nam,2014,82.861,"Basic, male"
Viet Nam,2013,82.679,"Basic, male"
Viet Nam,2012,81.339,"Basic, male"
Viet Nam,2011,82.662,"Basic, male"
Viet Nam,2010,82.142,"Basic, male"
West Bank and Gaza,2022,70.094,"Basic, male"
West Bank and Gaza,2021,68.069,"Basic, male"
West Bank and Gaza,2020,63.95,"Basic, male"
West Bank and Gaza,2019,69.482,"Basic, male"
West Bank and Gaza,2018,69.135,"Basic, male"
West Bank and Gaza,2017,70.497,"Basic, male"
West Bank and Gaza,2016,69.908,"Basic, male"
West Bank and Gaza,2015,70.176,"Basic, male"
West Bank and Gaza,2014,68.02,"Basic, male"
West Bank and Gaza,2013,67.877,"Basic, male"
West Bank and Gaza,2012,67.412,"Basic, male"
West Bank and Gaza,2011,67.754,"Basic, male"
West Bank and Gaza,2010,66.632,"Basic, male"
West Bank and Gaza,2009,64.396,"Basic, male"
West Bank and Gaza,2008,64.634,"Basic, male"
West Bank and Gaza,2007,64.543,"Basic, male"
West Bank and Gaza,2006,63.71,"Basic, male"
West Bank and Gaza,2005,64.402,"Basic, male"
West Bank and Gaza,2004,63.785,"Basic, male"
West Bank and Gaza,2003,64.948,"Basic, male"
West Bank and Gaza,2002,61.331,"Basic, male"
West Bank and Gaza,2001,62.729,"Basic, male"
West Bank and Gaza,2000,67.931,"Basic, male"
"Yemen, Rep.",2014,55.573,"Basic, male"
"Yemen, Rep.",2010,37.14,"Basic, male"
Zambia,2022,63.898,"Basic, male"
Zambia,2021,66.539,"Basic, male"
Zambia,2020,67.872,"Basic, male"
Zambia,2019,69.35,"Basic, male"
Zambia,2018,66.336,"Basic, male"
Zambia,2017,69.951,"Basic, male"
Zambia,2015,84.079,"Basic, male"
Zimbabwe,2023,66.294,"Basic, male"
Zimbabwe,2022,63.542,"Basic, male"
Zimbabwe,2021,64.923,"Basic, male"
Zimbabwe,2019,66.457,"Basic, male"
Zimbabwe,2014,90.258,"Basic, male"
Zimbabwe,2011,88.252,"Basic, male"
Africa Western and Central,2022,71.579,"Basic, total"
Africa Western and Central,2019,53.206,"Basic, total"
Central Europe and the Baltics,2023,31.346,"Basic, total"
Central Europe and the Baltics,2022,31.358,"Basic, total"
Central Europe and the Baltics,2021,30.784,"Basic, total"
Central Europe and the Baltics,2020,33.057,"Basic, total"
Central Europe and the Baltics,2019,33.501,"Basic, total"
Central Europe and the Baltics,2018,33.242,"Basic, total"
Central Europe and the Baltics,2017,33.543,"Basic, total"
Central Europe and the Baltics,2016,33.199,"Basic, total"
Central Europe and the Baltics,2015,33.788,"Basic, total"
Central Europe and the Baltics,2014,24.215,"Basic, total"
Central Europe and the Baltics,2013,24.091,"Basic, total"
Central Europe and the Baltics,2012,24.282,"Basic, total"
Central Europe and the Baltics,2011,24.227,"Basic, total"
Central Europe and the Baltics,2010,24.837,"Basic, total"
Central Europe and the Baltics,2009,25.118,"Basic, total"
Central Europe and the Baltics,2008,25.322,"Basic, total"
Central Europe and the Baltics,2007,25.6,"Basic, total"
Central Europe and the Baltics,2006,25.648,"Basic, total"
Central Europe and the Baltics,2005,25.825,"Basic, total"
Central Europe and the Baltics,2004,26.827,"Basic, total"
Central Europe and the Baltics,2003,27.759,"Basic, total"
Central Europe and the Baltics,2002,29.031,"Basic, total"
Central Europe and the Baltics,2001,32.141,"Basic, total"
Central Europe and the Baltics,2000,32.714,"Basic, total"
Central Europe and the Baltics,1999,35.668,"Basic, total"
Central Europe and the Baltics,1998,36.517,"Basic, total"
Central Europe and the Baltics,1997,38.879,"Basic, total"
Early-demographic dividend,2022,54.112,"Basic, total"
Early-demographic dividend,2021,53.914,"Basic, total"
Early-demographic dividend,2020,51.544,"Basic, total"
Early-demographic dividend,2019,53.185,"Basic, total"
Early-demographic dividend,2018,51.855,"Basic, total"
Early-demographic dividend,2012,55.545,"Basic, total"
Early-demographic dividend,2010,56.323,"Basic, total"
Early-demographic dividend,2005,58.78,"Basic, total"
East Asia & Pacific,2000,77.246,"Basic, total"
East Asia & Pacific (excluding high income),2000,77.55,"Basic, total"
East Asia & Pacific (IDA & IBRD),2000,77.55,"Basic, total"
Euro area,2023,37.824,"Basic, total"
Euro area,2022,37.422,"Basic, total"
Euro area,2021,36.488,"Basic, total"
Euro area,2020,36.055,"Basic, total"
Euro area,2019,37.039,"Basic, total"
Euro area,2018,37.137,"Basic, total"
Euro area,2017,37.452,"Basic, total"
Euro area,2016,37.278,"Basic, total"
Euro area,2015,37.543,"Basic, total"
Euro area,2014,37.812,"Basic, total"
Euro area,2013,38.708,"Basic, total"
Euro area,2012,39.191,"Basic, total"
Euro area,2011,39.437,"Basic, total"
Euro area,2010,38.6,"Basic, total"
Euro area,2009,39.166,"Basic, total"
Euro area,2008,39.349,"Basic, total"
Euro area,2007,39.495,"Basic, total"
Euro area,2006,39.63,"Basic, total"
Euro area,2005,38.482,"Basic, total"
Euro area,2004,38.36,"Basic, total"
Euro area,2003,38.923,"Basic, total"
Euro area,2002,38.776,"Basic, total"
Euro area,2001,38.953,"Basic, total"
Euro area,2000,41.515,"Basic, total"
Euro area,1999,42.387,"Basic, total"
Euro area,1998,41.647,"Basic, total"
Euro area,1997,39.233,"Basic, total"
Euro area,1996,39.547,"Basic, total"
Euro area,1995,39.715,"Basic, total"
Euro area,1994,40.318,"Basic, total"
Euro area,1993,40.909,"Basic, total"
Europe & Central Asia,2023,37.559,"Basic, total"
Europe & Central Asia,2022,37.271,"Basic, total"
Europe & Central Asia,2021,37.163,"Basic, total"
Europe & Central Asia,2020,36.193,"Basic, total"
Europe & Central Asia,2019,38.09,"Basic, total"
Europe & Central Asia,2018,38.366,"Basic, total"
Europe & Central Asia,2017,38.213,"Basic, total"
Europe & Central Asia,2016,38.312,"Basic, total"
Europe & Central Asia,2015,38.891,"Basic, total"
Europe & Central Asia,2014,37.424,"Basic, total"
Europe & Central Asia,2013,39.074,"Basic, total"
Europe & Central Asia,2012,39.448,"Basic, total"
Europe & Central Asia,2011,39.565,"Basic, total"
Europe & Central Asia,2010,38.916,"Basic, total"
Europe & Central Asia,2009,42.275,"Basic, total"
Europe & Central Asia,2008,42.524,"Basic, total"
Europe & Central Asia,2007,42.984,"Basic, total"
Europe & Central Asia,2006,43.34,"Basic, total"
Europe & Central Asia,2005,42.275,"Basic, total"
Europe & Central Asia,2003,41.984,"Basic, total"
Europe & Central Asia (excluding high income),2020,34.302,"Basic, total"
Europe & Central Asia (excluding high income),2018,43.282,"Basic, total"
Europe & Central Asia (excluding high income),2016,35.811,"Basic, total"
Europe & Central Asia (IDA & IBRD),2023,31.946,"Basic, total"
Europe & Central Asia (IDA & IBRD),2022,31.71,"Basic, total"
Europe & Central Asia (IDA & IBRD),2021,31.672,"Basic, total"
Europe & Central Asia (IDA & IBRD),2020,29.912,"Basic, total"
Europe & Central Asia (IDA & IBRD),2019,32.649,"Basic, total"
Europe & Central Asia (IDA & IBRD),2018,33.374,"Basic, total"
Europe & Central Asia (IDA & IBRD),2017,32.109,"Basic, total"
Europe & Central Asia (IDA & IBRD),2016,33.375,"Basic, total"
Europe & Central Asia (IDA & IBRD),2015,34.28,"Basic, total"
Europe & Central Asia (IDA & IBRD),2014,30.839,"Basic, total"
Europe & Central Asia (IDA & IBRD),2013,32.832,"Basic, total"
Europe & Central Asia (IDA & IBRD),2012,33.157,"Basic, total"
